                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                0.76771,                0.49641,                0.87766,                0.65066,                0.35392,                0.41778,                0.25856,                 1.6083,                 1.2718,                 1.3643,             0.00013711,             0.00013711,             0.00013711
                     85,                0.77291,                0.49774,                0.88274,                0.68055,                 0.3477,                 0.4282,                  0.263,                 1.5942,                 1.2743,                 1.3686,              0.0001295,              0.0001295,              0.0001295
                     86,                 0.7893,                0.49463,                0.88464,                0.60914,                0.38838,                 0.4355,                0.26457,                 1.5911,                 1.2279,                 1.3733,             0.00012189,             0.00012189,             0.00012189
                     87,                0.76587,                0.49805,                0.88197,                 0.6308,                0.38787,                0.43696,                0.26553,                 1.6179,                 1.2181,                 1.3809,             0.00011427,             0.00011427,             0.00011427
                     88,                0.75558,                0.48481,                0.86164,                0.63411,                0.38325,                0.43879,                0.26837,                 1.6194,                 1.2439,                 1.3788,             0.00010666,             0.00010666,             0.00010666
                     89,                 0.7731,                0.48528,                0.87282,                0.61628,                0.38956,                0.44661,                0.27166,                 1.6172,                 1.2553,                 1.3785,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     90,                0.75948,                0.48175,                0.87948,                0.62162,                0.38053,                   0.45,                0.27309,                 1.6021,                 1.2268,                 1.3681,             9.1434e-05,             9.1434e-05,             9.1434e-05
                     91,                0.76647,                0.48617,                0.88056,                0.67955,                0.37363,                0.45089,                0.27513,                 1.5932,                 1.2084,                 1.3671,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     92,                 0.7614,                0.48983,                0.87136,                0.79262,                0.35508,                0.45013,                0.27876,                 1.5833,                 1.1886,                 1.3646,             7.6208e-05,             7.6208e-05,             7.6208e-05
                     93,                0.74374,                0.48355,                0.86145,                0.74008,                0.35632,                0.44765,                0.27528,                 1.5877,                 1.1843,                 1.3667,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     94,                0.72259,                0.46322,                 0.8656,                0.70451,                0.35308,                0.43726,                0.26738,                 1.5903,                 1.1749,                 1.3736,             6.0982e-05,             6.0982e-05,             6.0982e-05
                     95,                0.77969,                0.48811,                0.89018,                0.69886,                0.35562,                0.43674,                 0.2707,                 1.5951,                 1.1782,                 1.3795,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     96,                0.72323,                0.46494,                0.85107,                0.61523,                0.37132,                0.43357,                0.26612,                  1.614,                   1.18,                 1.3872,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     97,                 0.7622,                0.47427,                0.84843,                0.60508,                0.37192,                0.43409,                0.26446,                  1.614,                 1.1769,                 1.3885,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     98,                0.74088,                0.46492,                0.86868,                0.57315,                0.39893,                0.43782,                0.26402,                 1.6118,                 1.1766,                  1.384,             3.0529e-05,             3.0529e-05,             3.0529e-05
                     99,                0.73702,                0.46599,                0.85156,                0.57932,                0.39695,                0.43638,                0.26234,                 1.6128,                 1.1695,                 1.3843,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    100,                0.69598,                0.44446,                0.85743,                0.58859,                 0.3969,                 0.4312,                0.26086,                 1.6115,                 1.1737,                 1.3826,             1.5303e-05,             1.5303e-05,             1.5303e-05
