                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.68629,                0.43279,                0.84932,                0.59589,                0.37023,                0.41245,                0.26641,                 1.6675,                 1.3145,                 1.4377,             0.00039088,             0.00039088,             0.00039088
                    151,                0.66698,                0.43136,                0.85257,                0.58401,                0.37133,                0.40902,                0.26197,                 1.6433,                 1.2811,                  1.429,             0.00038835,             0.00038835,             0.00038835
                    152,                0.69583,                0.42668,                0.84707,                0.61604,                0.37982,                 0.4082,                0.25164,                 1.6351,                 1.2281,                 1.4186,             0.00038581,             0.00038581,             0.00038581
                    153,                0.66708,                0.42503,                0.85338,                0.59719,                0.38413,                0.40864,                0.25595,                  1.628,                 1.2469,                 1.4153,             0.00038327,             0.00038327,             0.00038327
                    154,                0.67459,                0.42079,                0.85512,                0.52149,                0.39498,                0.41165,                0.26272,                 1.6335,                 1.2607,                 1.4241,             0.00038073,             0.00038073,             0.00038073
                    155,                0.67891,                  0.414,                0.83815,                0.50016,                0.38019,                0.41527,                0.25407,                 1.6252,                   1.27,                 1.4197,             0.00037819,             0.00037819,             0.00037819
                    156,                0.69764,                 0.4462,                0.86129,                0.48212,                0.39531,                0.41165,                0.25684,                 1.5923,                 1.2282,                 1.3984,             0.00037566,             0.00037566,             0.00037566
                    157,                0.69162,                0.43893,                0.86757,                 0.4867,                0.38705,                0.41112,                0.26009,                 1.5814,                 1.2446,                 1.3952,             0.00037312,             0.00037312,             0.00037312
                    158,                0.68588,                0.43221,                0.85426,                0.52767,                0.36832,                0.41399,                  0.262,                 1.6027,                 1.2316,                 1.4048,             0.00037058,             0.00037058,             0.00037058
                    159,                0.64453,                0.42623,                0.85627,                0.55965,                0.36049,                0.41116,                0.25386,                 1.6065,                 1.2742,                 1.4044,             0.00036804,             0.00036804,             0.00036804
                    160,                0.67787,                0.42173,                0.85055,                0.54842,                0.36601,                0.40107,                0.25944,                 1.6468,                 1.3021,                 1.4256,             0.00036551,             0.00036551,             0.00036551
                    161,                0.68547,                0.41515,                0.84809,                0.54908,                0.35823,                0.40206,                 0.2565,                 1.6502,                 1.3026,                  1.429,             0.00036297,             0.00036297,             0.00036297
                    162,                0.64277,                0.40572,                0.85075,                0.63087,                0.34551,                0.41169,                0.26478,                 1.6162,                 1.2906,                 1.4109,             0.00036043,             0.00036043,             0.00036043
                    163,                0.61587,                0.39093,                0.84691,                 0.5747,                0.35835,                0.41012,                0.26817,                 1.6273,                 1.3037,                 1.4241,             0.00035789,             0.00035789,             0.00035789
                    164,                0.66457,                0.41615,                 0.8518,                0.61843,                0.34288,                0.40824,                0.25896,                 1.6308,                 1.3218,                 1.4361,             0.00035535,             0.00035535,             0.00035535
                    165,                 0.6753,                0.41488,                0.84371,                0.61832,                0.33148,                0.39992,                  0.253,                 1.6322,                  1.277,                 1.4376,             0.00035282,             0.00035282,             0.00035282
                    166,                 0.6323,                0.39876,                0.84861,                0.65757,                0.33829,                0.39533,                0.25196,                 1.6162,                 1.2974,                 1.4192,             0.00035028,             0.00035028,             0.00035028
                    167,                0.64342,                0.41951,                0.84057,                0.61624,                0.33545,                0.38495,                0.24993,                 1.6171,                 1.3403,                 1.4256,             0.00034774,             0.00034774,             0.00034774
                    168,                0.60961,                0.39279,                0.84527,                0.53742,                0.36535,                0.38955,                0.25243,                 1.6369,                 1.2928,                 1.4338,              0.0003452,              0.0003452,              0.0003452
                    169,                0.65904,                0.41323,                0.84652,                0.50392,                0.37215,                0.38938,                0.25672,                 1.6501,                 1.3084,                 1.4535,             0.00034267,             0.00034267,             0.00034267
                    170,                0.66923,                0.41831,                0.84804,                0.50612,                0.35073,                0.39421,                0.25449,                 1.6776,                 1.2817,                 1.4649,             0.00034013,             0.00034013,             0.00034013
                    171,                0.62811,                0.40459,                0.85101,                0.52496,                0.35776,                0.39585,                  0.256,                 1.6675,                 1.2841,                 1.4631,             0.00033759,             0.00033759,             0.00033759
                    172,                0.62619,                0.39769,                0.83283,                0.58691,                0.34916,                0.39596,                0.25348,                 1.7183,                 1.3078,                 1.5091,             0.00033505,             0.00033505,             0.00033505
                    173,                0.64713,                0.40706,                0.84638,                0.55721,                0.35739,                0.39594,                0.24839,                 1.7174,                 1.2876,                 1.5069,             0.00033252,             0.00033252,             0.00033252
                    174,                0.62552,                0.38788,                0.83921,                0.54952,                0.36858,                0.40484,                0.26252,                 1.6455,                 1.2627,                 1.4769,             0.00032998,             0.00032998,             0.00032998
                    175,                0.65146,                 0.4134,                0.84785,                0.58404,                0.36775,                0.41303,                0.26443,                  1.575,                 1.2933,                 1.4178,             0.00032744,             0.00032744,             0.00032744
                    176,                0.60708,                0.39136,                0.83887,                0.56261,                0.36306,                0.41307,                0.26541,                 1.6065,                 1.4071,                 1.4187,              0.0003249,              0.0003249,              0.0003249
                    177,                0.63505,                 0.4026,                0.84875,                0.60018,                0.35437,                0.41198,                0.25644,                 1.6448,                  1.398,                 1.4302,             0.00032236,             0.00032236,             0.00032236
                    178,                0.60719,                0.38454,                0.82759,                0.64013,                0.34709,                0.42166,                0.26814,                 1.6333,                 1.4237,                 1.4331,             0.00031983,             0.00031983,             0.00031983
                    179,                 0.6323,                0.39044,                0.84204,                0.52112,                0.40333,                0.42655,                0.26973,                 1.6308,                 1.3896,                 1.4433,             0.00031729,             0.00031729,             0.00031729
                    180,                 0.6217,                0.39484,                0.82898,                 0.5139,                0.42381,                0.42646,                0.26921,                 1.6763,                 1.3384,                 1.4778,             0.00031475,             0.00031475,             0.00031475
                    181,                0.66971,                0.40046,                0.84439,                0.61542,                0.35675,                0.42894,                0.26686,                 1.6371,                 1.3136,                 1.4462,             0.00031221,             0.00031221,             0.00031221
                    182,                 0.6016,                0.38504,                0.84042,                0.55638,                  0.409,                0.44246,                0.27402,                 1.6054,                 1.3199,                 1.4239,             0.00030968,             0.00030968,             0.00030968
                    183,                0.62776,                0.39237,                0.84202,                0.57627,                0.40935,                0.43641,                0.27209,                 1.5948,                 1.2864,                  1.423,             0.00030714,             0.00030714,             0.00030714
                    184,                0.60757,                0.39155,                0.83859,                0.57239,                0.38473,                0.42308,                0.25725,                 1.6396,                  1.275,                 1.4467,              0.0003046,              0.0003046,              0.0003046
                    185,                0.63471,                0.40276,                0.83751,                0.55062,                0.38622,                  0.422,                0.25981,                 1.6276,                 1.3196,                 1.4392,             0.00030206,             0.00030206,             0.00030206
                    186,                0.60204,                0.37506,                0.84061,                0.61008,                0.35253,                0.41913,                0.25937,                 1.5662,                 1.3683,                 1.3832,             0.00029953,             0.00029953,             0.00029953
                    187,                0.65152,                 0.4078,                0.84557,                0.60564,                0.35163,                0.41878,                0.25779,                 1.5813,                 1.3771,                 1.3934,             0.00029699,             0.00029699,             0.00029699
                    188,                0.63302,                0.39687,                0.84077,                0.73223,                0.32787,                0.40771,                0.25896,                 1.5685,                 1.3993,                 1.4036,             0.00029445,             0.00029445,             0.00029445
                    189,                0.60662,                0.39921,                0.83907,                0.71304,                0.33232,                0.41743,                0.26932,                 1.5664,                 1.3959,                 1.3986,             0.00029191,             0.00029191,             0.00029191
                    190,                0.62507,                0.38908,                0.84456,                0.80633,                0.31967,                0.42203,                0.27535,                 1.5629,                 1.3655,                 1.4012,             0.00028937,             0.00028937,             0.00028937
                    191,                0.56275,                0.35849,                0.82474,                0.65554,                0.33946,                0.42797,                0.28432,                 1.5609,                 1.3738,                  1.401,             0.00028684,             0.00028684,             0.00028684
                    192,                0.57402,                0.38168,                0.83581,                0.65489,                0.33792,                0.42304,                0.27625,                 1.5545,                 1.3194,                 1.3971,              0.0002843,              0.0002843,              0.0002843
                    193,                0.56921,                0.36644,                0.83201,                 0.5463,                0.39683,                0.42243,                0.27695,                 1.5452,                 1.3162,                 1.3885,             0.00028176,             0.00028176,             0.00028176
                    194,                0.57913,                0.37768,                0.81943,                0.55903,                0.38563,                0.42474,                0.27629,                 1.5346,                 1.3614,                 1.3872,             0.00027922,             0.00027922,             0.00027922
                    195,                 0.5912,                0.38605,                0.84867,                0.57501,                0.37879,                0.42591,                0.27385,                 1.5468,                 1.3759,                 1.3964,             0.00027669,             0.00027669,             0.00027669
                    196,                0.57177,                0.37471,                0.83165,                0.51863,                0.39536,                0.41661,                0.27171,                 1.5547,                 1.3845,                 1.4096,             0.00027415,             0.00027415,             0.00027415
                    197,                0.60911,                0.38127,                0.82548,                0.51113,                0.39422,                0.41587,                0.26663,                 1.5517,                 1.3816,                 1.3997,             0.00027161,             0.00027161,             0.00027161
                    198,                0.59898,                0.38303,                0.82878,                0.50852,                0.38917,                0.41219,                0.26181,                 1.5884,                 1.3982,                 1.4163,             0.00026907,             0.00026907,             0.00026907
                    199,                0.57006,                0.36153,                0.83004,                0.55249,                0.37738,                0.40815,                0.25453,                 1.6167,                 1.4044,                 1.4352,             0.00026654,             0.00026654,             0.00026654
                    200,                0.60396,                0.38285,                0.83845,                0.62985,                0.38353,                0.42209,                 0.2625,                 1.6374,                 1.3819,                 1.4671,               0.000264,               0.000264,               0.000264
                    201,                0.60052,                0.37989,                0.82892,                 0.6009,                0.38819,                0.42012,                0.26224,                 1.6246,                 1.3659,                 1.4561,             0.00026146,             0.00026146,             0.00026146
                    202,                 0.5791,                0.38004,                0.83493,                0.62872,                0.37491,                0.41653,                0.26152,                 1.6262,                 1.3559,                 1.4504,             0.00025892,             0.00025892,             0.00025892
                    203,                0.56467,                0.35435,                0.81801,                 0.6418,                0.37319,                0.41549,                0.27099,                 1.6152,                 1.3455,                 1.4475,             0.00025638,             0.00025638,             0.00025638
                    204,                0.58105,                0.36258,                0.82915,                0.54325,                0.38613,                0.41173,                 0.2705,                  1.614,                 1.3567,                 1.4429,             0.00025385,             0.00025385,             0.00025385
                    205,                0.56048,                  0.357,                0.82136,                0.55365,                0.38577,                0.40653,                0.26235,                 1.6323,                  1.351,                 1.4539,             0.00025131,             0.00025131,             0.00025131
                    206,                0.56554,                0.37075,                 0.8404,                 0.4894,                0.37843,                0.39796,                0.25775,                 1.6307,                 1.3493,                 1.4574,             0.00024877,             0.00024877,             0.00024877
                    207,                0.58929,                0.37002,                0.83858,                0.50082,                0.36165,                0.39927,                0.25727,                 1.6249,                 1.3515,                 1.4549,             0.00024623,             0.00024623,             0.00024623
                    208,                0.57346,                0.36195,                0.83159,                0.52358,                0.37383,                0.40727,                 0.2648,                 1.5583,                 1.3447,                 1.3774,              0.0002437,              0.0002437,              0.0002437
                    209,                0.61087,                0.38518,                0.82742,                0.57486,                0.38336,                 0.4129,                 0.2643,                 1.5649,                  1.321,                 1.3854,             0.00024116,             0.00024116,             0.00024116
                    210,                0.60179,                0.37324,                0.84317,                0.52256,                0.40731,                0.41041,                0.25926,                 1.6213,                 1.2962,                 1.4291,             0.00023862,             0.00023862,             0.00023862
                    211,                0.56741,                0.35652,                0.82211,                0.52958,                0.39529,                0.41173,                0.25876,                 1.6051,                 1.3007,                 1.4164,             0.00023608,             0.00023608,             0.00023608
                    212,                0.56588,                0.36246,                0.82766,                0.54181,                0.39903,                0.41442,                0.26521,                 1.6006,                 1.2918,                 1.4207,             0.00023355,             0.00023355,             0.00023355
                    213,                 0.5689,                0.35356,                0.84136,                0.52433,                 0.4067,                0.40903,                 0.2613,                 1.5908,                 1.2789,                 1.4048,             0.00023101,             0.00023101,             0.00023101
                    214,                0.58795,                 0.3724,                0.83336,                0.51094,                0.39334,                 0.4109,                0.26109,                 1.5859,                 1.2786,                 1.3937,             0.00022847,             0.00022847,             0.00022847
                    215,                 0.5669,                0.35816,                0.82974,                0.50615,                0.39378,                  0.408,                0.26127,                 1.5834,                 1.2794,                 1.3946,             0.00022593,             0.00022593,             0.00022593
                    216,                0.55545,                0.36261,                0.83297,                0.62964,                0.33716,                0.40904,                0.26194,                 1.5925,                  1.267,                 1.3831,             0.00022339,             0.00022339,             0.00022339
                    217,                0.57739,                0.36137,                0.80998,                0.65686,                0.33176,                0.41074,                0.26357,                 1.5648,                 1.2518,                 1.3659,             0.00022086,             0.00022086,             0.00022086
                    218,                0.58044,                 0.3518,                0.82605,                 0.6535,                0.33708,                0.41508,                0.26528,                 1.5872,                 1.2508,                 1.3774,             0.00021832,             0.00021832,             0.00021832
                    219,                0.60606,                0.37598,                0.85099,                0.60206,                0.34678,                0.41187,                  0.262,                 1.6168,                 1.2464,                 1.3986,             0.00021578,             0.00021578,             0.00021578
                    220,                0.58099,                0.35971,                0.82988,                0.56679,                0.37027,                0.40971,                0.25501,                 1.6406,                 1.2571,                 1.4296,             0.00021324,             0.00021324,             0.00021324
                    221,                 0.5416,                0.34667,                0.82374,                0.62442,                0.35909,                0.40311,                0.26062,                 1.6296,                 1.2709,                 1.4253,             0.00021071,             0.00021071,             0.00021071
                    222,                0.56059,                0.35348,                0.83237,                 0.5591,                0.37692,                0.40831,                0.26676,                 1.6206,                 1.3214,                 1.4177,             0.00020817,             0.00020817,             0.00020817
                    223,                0.51686,                0.33667,                 0.8188,                0.56511,                0.37249,                 0.4081,                0.25912,                 1.6235,                 1.3302,                 1.4209,             0.00020563,             0.00020563,             0.00020563
                    224,                0.55716,                0.35893,                 0.8281,                0.58438,                0.37861,                0.41183,                0.25798,                 1.6085,                 1.3113,                 1.4136,             0.00020309,             0.00020309,             0.00020309
                    225,                0.53066,                0.34716,                0.83166,                0.58383,                0.37607,                0.41906,                0.26143,                 1.5955,                 1.3096,                  1.406,             0.00020056,             0.00020056,             0.00020056
                    226,                0.59127,                 0.3733,                0.82763,                0.55607,                0.37097,                0.41906,                0.26235,                 1.5895,                 1.3737,                 1.3922,             0.00019802,             0.00019802,             0.00019802
                    227,                0.54536,                0.34323,                0.84034,                0.55571,                0.38304,                0.41654,                0.25912,                 1.6075,                  1.392,                 1.4021,             0.00019548,             0.00019548,             0.00019548
                    228,                0.57885,                0.36431,                0.83158,                 0.5633,                0.38453,                0.43126,                0.26138,                 1.6062,                 1.4005,                 1.4063,             0.00019294,             0.00019294,             0.00019294
                    229,                0.56529,                0.34638,                  0.819,                0.58343,                0.39445,                0.43218,                0.27081,                 1.5805,                 1.4007,                  1.392,              0.0001904,              0.0001904,              0.0001904
                    230,                0.50786,                  0.343,                0.82003,                0.56476,                0.39284,                0.42329,                0.27019,                 1.5647,                 1.3908,                 1.3874,             0.00018787,             0.00018787,             0.00018787
                    231,                 0.5554,                0.35126,                0.82355,                0.55792,                 0.3947,                0.42554,                0.27114,                 1.5669,                 1.4049,                  1.386,             0.00018533,             0.00018533,             0.00018533
                    232,                0.52369,                0.34976,                0.83211,                0.52666,                0.38772,                0.42575,                 0.2723,                 1.5639,                 1.3923,                  1.397,             0.00018279,             0.00018279,             0.00018279
                    233,                0.54097,                0.34513,                0.83269,                  0.523,                0.38833,                0.42512,                0.27291,                 1.5627,                 1.3877,                 1.3983,             0.00018025,             0.00018025,             0.00018025
                    234,                0.55108,                0.35494,                0.82837,                 0.5701,                0.39108,                 0.4271,                0.26537,                 1.5714,                  1.379,                 1.4032,             0.00017772,             0.00017772,             0.00017772
                    235,                0.54156,                0.35271,                0.83399,                0.57165,                0.39826,                0.42953,                0.27385,                 1.5764,                 1.3721,                 1.4097,             0.00017518,             0.00017518,             0.00017518
                    236,                0.53884,                0.34722,                0.81293,                0.59811,                0.38212,                0.43241,                0.27751,                 1.5689,                 1.3364,                 1.4128,             0.00017264,             0.00017264,             0.00017264
                    237,                0.50486,                0.32501,                0.81729,                0.58314,                0.37436,                0.42971,                0.27818,                 1.5672,                 1.3269,                 1.4149,              0.0001701,              0.0001701,              0.0001701
                    238,                0.52308,                0.33123,                 0.8085,                0.59332,                0.37864,                0.43434,                0.28055,                 1.5756,                 1.3132,                 1.4212,             0.00016757,             0.00016757,             0.00016757
                    239,                0.52333,                0.33997,                0.81768,                0.58283,                0.37841,                0.43192,                 0.2795,                 1.5797,                 1.3006,                 1.4187,             0.00016503,             0.00016503,             0.00016503
                    240,                0.51378,                0.33419,                0.83062,                0.51402,                 0.4127,                0.42565,                0.28325,                  1.585,                 1.2873,                 1.4197,             0.00016249,             0.00016249,             0.00016249
                    241,                0.50085,                 0.3337,                0.82256,                0.58064,                0.37199,                 0.4193,                0.27513,                  1.581,                 1.2835,                 1.4209,             0.00015995,             0.00015995,             0.00015995
                    242,                0.52263,                0.33658,                0.83316,                0.51181,                0.39824,                0.42213,                0.28038,                 1.5801,                 1.2977,                 1.4259,             0.00015741,             0.00015741,             0.00015741
                    243,                0.50255,                 0.3281,                0.81543,                0.51997,                0.39918,                0.42031,                0.27934,                 1.5826,                 1.3224,                 1.4304,             0.00015488,             0.00015488,             0.00015488
                    244,                  0.509,                 0.3368,                0.81754,                0.56902,                0.37303,                0.42083,                0.27879,                  1.603,                 1.3603,                 1.4406,             0.00015234,             0.00015234,             0.00015234
                    245,                0.49916,                0.32623,                0.82391,                0.56731,                0.37274,                0.41811,                0.27403,                 1.6075,                 1.3387,                 1.4422,              0.0001498,              0.0001498,              0.0001498
                    246,                0.48973,                0.32221,                0.81669,                0.56531,                 0.3856,                0.42226,                0.28217,                 1.6023,                 1.3219,                  1.436,             0.00014726,             0.00014726,             0.00014726
                    247,                0.51508,                0.33534,                0.81678,                0.56571,                0.38103,                0.42537,                0.28224,                 1.6013,                  1.319,                 1.4354,             0.00014473,             0.00014473,             0.00014473
                    248,                0.49449,                0.32074,                0.81375,                0.57462,                0.36366,                0.42199,                0.27517,                 1.5888,                  1.279,                 1.4315,             0.00014219,             0.00014219,             0.00014219
                    249,                0.48071,                0.31425,                0.81328,                0.61039,                0.36579,                0.42368,                0.27663,                 1.5724,                 1.2766,                 1.4231,             0.00013965,             0.00013965,             0.00013965
                    250,                0.47514,                0.31651,                0.80824,                0.65155,                0.38042,                0.42916,                0.28042,                 1.5916,                 1.2677,                 1.4387,             0.00013711,             0.00013711,             0.00013711
                    251,                0.47397,                0.31216,                0.81001,                0.66051,                   0.38,                0.43258,                0.28188,                 1.5989,                 1.2731,                 1.4418,             0.00013457,             0.00013457,             0.00013457
                    252,                0.48308,                0.31918,                0.82045,                0.69226,                0.37703,                0.43347,                0.28087,                 1.6047,                 1.2938,                 1.4496,             0.00013204,             0.00013204,             0.00013204
                    253,                0.51717,                0.33078,                0.82104,                0.67722,                0.37983,                0.43944,                0.28325,                 1.6171,                 1.3092,                 1.4616,              0.0001295,              0.0001295,              0.0001295
                    254,                0.48659,                0.31903,                 0.8156,                0.63485,                 0.3831,                0.43643,                0.27657,                 1.6264,                 1.3247,                 1.4617,             0.00012696,             0.00012696,             0.00012696
                    255,                0.50401,                0.32755,                0.81957,                0.60441,                0.38985,                0.44228,                0.28244,                 1.6088,                 1.3301,                 1.4531,             0.00012442,             0.00012442,             0.00012442
                    256,                0.48277,                0.31548,                0.81776,                0.62892,                0.39383,                0.44126,                0.28389,                 1.5955,                 1.2968,                 1.4413,             0.00012189,             0.00012189,             0.00012189
                    257,                0.49344,                0.32295,                0.81469,                0.62364,                0.38979,                 0.4395,                0.27928,                 1.5935,                 1.3102,                 1.4439,             0.00011935,             0.00011935,             0.00011935
                    258,                  0.481,                0.31566,                0.81372,                0.69967,                0.37531,                0.43996,                0.28096,                 1.5914,                  1.323,                 1.4575,             0.00011681,             0.00011681,             0.00011681
                    259,                0.49247,                0.31382,                0.81339,                0.69236,                0.37586,                0.43692,                 0.2779,                  1.591,                 1.3355,                 1.4623,             0.00011427,             0.00011427,             0.00011427
                    260,                0.48454,                0.31779,                0.82296,                 0.6617,                0.37104,                0.43315,                 0.2764,                 1.5916,                 1.3463,                 1.4582,             0.00011174,             0.00011174,             0.00011174
                    261,                0.48176,                 0.3193,                0.82109,                0.66001,                0.36808,                0.43106,                0.27606,                 1.5976,                 1.3595,                 1.4569,              0.0001092,              0.0001092,              0.0001092
                    262,                0.48073,                 0.3183,                0.82568,                0.67104,                0.36006,                0.43101,                 0.2733,                 1.6122,                 1.3279,                   1.47,             0.00010666,             0.00010666,             0.00010666
                    263,                0.48779,                0.31866,                0.80073,                0.67136,                0.35996,                0.43382,                0.27879,                 1.6132,                 1.3331,                 1.4708,             0.00010412,             0.00010412,             0.00010412
                    264,                0.47016,                0.31626,                0.81597,                0.54467,                0.41433,                0.43595,                0.27721,                 1.6161,                 1.3452,                 1.4747,             0.00010158,             0.00010158,             0.00010158
                    265,                0.46595,                0.31278,                 0.8109,                 0.6752,                0.36089,                0.43372,                0.27475,                 1.6129,                 1.3543,                 1.4678,             9.9047e-05,             9.9047e-05,             9.9047e-05
                    266,                 0.4868,                0.32337,                0.81465,                0.55959,                0.40223,                 0.4351,                0.27888,                 1.6028,                 1.3703,                  1.458,              9.651e-05,              9.651e-05,              9.651e-05
                    267,                0.52199,                0.33326,                0.81735,                0.55904,                0.40144,                0.43494,                0.27994,                 1.5899,                 1.3826,                 1.4507,             9.3972e-05,             9.3972e-05,             9.3972e-05
                    268,                0.49285,                0.31534,                 0.8185,                 0.5141,                0.38395,                 0.4187,                0.27742,                 1.5707,                 1.3737,                 1.4391,             9.1434e-05,             9.1434e-05,             9.1434e-05
                    269,                0.47909,                0.31084,                0.81306,                 0.5538,                0.39075,                0.43308,                0.27897,                 1.5697,                 1.3666,                 1.4396,             8.8896e-05,             8.8896e-05,             8.8896e-05
                    270,                0.48223,                0.31241,                0.81965,                0.61725,                0.37782,                 0.4373,                  0.277,                 1.5601,                   1.34,                 1.4327,             8.6359e-05,             8.6359e-05,             8.6359e-05
                    271,                0.46832,                0.31687,                0.81418,                0.62908,                0.37587,                0.43796,                0.28336,                 1.5575,                 1.3313,                 1.4333,             8.3821e-05,             8.3821e-05,             8.3821e-05
                    272,                0.50515,                0.33769,                 0.8216,                0.63395,                0.37718,                0.43701,                0.28341,                 1.5799,                 1.3224,                 1.4486,             8.1283e-05,             8.1283e-05,             8.1283e-05
                    273,                0.47792,                0.30606,                0.80596,                0.63414,                0.37642,                0.43706,                0.28374,                 1.6018,                 1.3132,                 1.4658,             7.8746e-05,             7.8746e-05,             7.8746e-05
                    274,                0.45355,                0.29806,                0.82008,                0.64704,                0.37752,                0.43864,                0.28283,                  1.617,                 1.3285,                 1.4757,             7.6208e-05,             7.6208e-05,             7.6208e-05
                    275,                0.47526,                0.31473,                0.81596,                0.66205,                0.37275,                0.43944,                0.28448,                 1.6288,                 1.3246,                 1.4818,              7.367e-05,              7.367e-05,              7.367e-05
                    276,                0.48104,                0.31754,                0.81501,                0.68807,                0.36762,                0.44694,                 0.2844,                 1.6274,                 1.3441,                  1.481,             7.1133e-05,             7.1133e-05,             7.1133e-05
                    277,                0.48284,                 0.3115,                0.82416,                0.69562,                0.36744,                0.44631,                0.28718,                 1.6229,                 1.3407,                 1.4758,             6.8595e-05,             6.8595e-05,             6.8595e-05
                    278,                0.45741,                0.30074,                0.81811,                 0.6653,                0.37311,                0.44612,                0.28866,                 1.6211,                 1.3378,                 1.4746,             6.6057e-05,             6.6057e-05,             6.6057e-05
                    279,                0.46835,                0.31535,                0.80656,                0.67116,                0.37344,                0.44783,                0.28832,                 1.6206,                  1.336,                 1.4767,             6.3519e-05,             6.3519e-05,             6.3519e-05
                    280,                0.44863,                0.30086,                0.81722,                0.67719,                0.37292,                0.44346,                0.28566,                 1.6198,                 1.3207,                 1.4788,             6.0982e-05,             6.0982e-05,             6.0982e-05
                    281,                0.47412,                0.30649,                0.80604,                0.67283,                0.37247,                0.44394,                0.28762,                 1.6223,                 1.3197,                  1.479,             5.8444e-05,             5.8444e-05,             5.8444e-05
                    282,                 0.4446,                 0.2994,                0.82996,                0.67019,                0.37336,                0.44374,                0.28712,                 1.6249,                 1.3304,                  1.477,             5.5906e-05,             5.5906e-05,             5.5906e-05
                    283,                0.45892,                0.31148,                0.80229,                0.67089,                0.37344,                0.44412,                0.28621,                 1.6258,                 1.3414,                 1.4742,             5.3369e-05,             5.3369e-05,             5.3369e-05
                    284,                0.45255,                0.30037,                0.80916,                0.67617,                 0.3719,                0.44476,                0.28357,                  1.617,                 1.3228,                 1.4624,             5.0831e-05,             5.0831e-05,             5.0831e-05
                    285,                0.45275,                0.30227,                0.81377,                0.67331,                0.37121,                0.44506,                0.28275,                 1.6093,                 1.3256,                 1.4539,             4.8293e-05,             4.8293e-05,             4.8293e-05
                    286,                0.43892,                0.29746,                0.81435,                0.69009,                0.37135,                0.44807,                 0.2873,                 1.5903,                 1.3232,                 1.4365,             4.5756e-05,             4.5756e-05,             4.5756e-05
                    287,                0.44018,                0.30345,                0.81611,                0.68735,                0.37048,                0.44621,                0.28581,                 1.5841,                 1.3267,                 1.4322,             4.3218e-05,             4.3218e-05,             4.3218e-05
                    288,                0.45863,                0.31054,                0.80888,                0.69534,                0.37047,                0.44621,                0.28891,                 1.5818,                 1.3254,                 1.4333,              4.068e-05,              4.068e-05,              4.068e-05
                    289,                0.47663,                0.31046,                0.81588,                0.69467,                0.37116,                 0.4467,                0.28964,                 1.5788,                 1.3316,                 1.4329,             3.8142e-05,             3.8142e-05,             3.8142e-05
                    290,                0.44798,                0.29768,                0.81731,                0.69413,                0.37192,                0.44683,                0.28569,                 1.5892,                 1.3302,                 1.4362,             3.5605e-05,             3.5605e-05,             3.5605e-05
                    291,                0.50563,                0.30717,                0.80339,                0.67967,                0.37581,                0.44442,                0.28176,                 1.5901,                 1.3212,                 1.4365,             3.3067e-05,             3.3067e-05,             3.3067e-05
                    292,                0.49343,                0.31212,                0.81852,                0.67202,                0.37551,                 0.4377,                0.28709,                 1.5895,                 1.2987,                 1.4375,             3.0529e-05,             3.0529e-05,             3.0529e-05
                    293,                0.49273,                0.31259,                0.81268,                0.66525,                0.37752,                0.43836,                0.28748,                 1.5865,                 1.2955,                 1.4425,             2.7992e-05,             2.7992e-05,             2.7992e-05
                    294,                0.46774,                0.30218,                0.79734,                0.65638,                0.37866,                0.44007,                 0.2909,                 1.5766,                 1.2974,                 1.4448,             2.5454e-05,             2.5454e-05,             2.5454e-05
                    295,                0.48794,                0.30765,                0.81244,                0.60559,                0.38322,                0.43748,                0.28988,                 1.5776,                 1.2967,                 1.4456,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    296,                0.47666,                 0.2957,                0.81945,                0.60838,                0.38214,                0.43296,                0.28445,                 1.5743,                 1.2976,                 1.4454,             2.0379e-05,             2.0379e-05,             2.0379e-05
                    297,                0.47006,                0.30488,                0.81043,                0.60926,                0.38243,                0.43166,                0.28462,                  1.571,                 1.2963,                 1.4437,             1.7841e-05,             1.7841e-05,             1.7841e-05
                    298,                0.45335,                0.30224,                0.80175,                0.61106,                0.37969,                0.43363,                0.28784,                 1.5637,                 1.3014,                  1.444,             1.5303e-05,             1.5303e-05,             1.5303e-05
                    299,                0.44866,                0.29112,                0.79966,                0.61062,                0.37818,                0.43026,                0.28612,                 1.5618,                 1.2938,                 1.4443,             1.2765e-05,             1.2765e-05,             1.2765e-05
                    300,                0.44284,                 0.2845,                 0.8087,                0.64075,                0.36488,                0.43178,                0.28463,                 1.5647,                 1.2898,                 1.4425,             1.0228e-05,             1.0228e-05,             1.0228e-05
